"﻿""id. Response ID""",Year Submitted Survey 2, Months Owned (total),oldcarmain,Electric driving range,oldcartype,Discontinuance (inc. purchased lease) 2,Age,Gender,dist1  [Route 1],How many road trips longer than 200 miles round-trip did you or your household complete with each car in the last 12 months (or the time you own the car if less than that)?  [{oldcarmain.NAOK}],{oldcarmain.NAOK} [Safety],Comfort,Refuelling/Recharging costs,Performance,Environmental impacts,"Vehicle Purchase Price (including rebates, discounts, etc.)",Reliability,Electric driving range,Convenience of charging,Driving assistance features,My household's pre-taxed income for the past tax year was in the following range,"Home Charging (L1, L2, None)","Work charging (L1, L2, DC, none)",Concatenate[[s]...s] Public DCFC] 2,MPG second vehicle in HH 2,"Lease (1 lease, 0 other)",lastpage. Last page
156,2019,35,2017 Volkswagon eGolf,84,BEV,Continued,45,Female,,0,5,5,5,5,5,3,5,2,5,4,"$300,000 to $349,999",Level 2,No charging,No charging,52,1,40
157,2019,72,2013 Fiat 500e,87,BEV,Original,,,,0,,,,,,,,,,,,Level 1,,Level 2,24,0,8
158,2019,27,2016 BMW i3,81,PHEV,Continued,65,Male,7.35,0,5,5,5,5,5,3,5,2,4,3,"$200,000 to $249,999",Level 2,No charging,No charging,42,1,40
159,2019,28,2017 Chevrolet Bolt EV,238,BEV,Original,,,,0,,,,,,,,,,,,Level 2,No charging,No charging,24,1,11
160,2019,22,2018 Honda Clarity EV,89,BEV,Original,55,Male,7.4,0,5,5,5,5,5,5,5,1,3,5,"$100,000 to $149,999",Level 1,Level 1,Level 2,24,1,40
161,2019,33,2015 BMW i3,81,BEV,Discontinued,45,Male,6.73,0,5,4,5,4,3,3,4,4,4,5,"$200,000 to $249,999",Level 1,Level 1,Level 2,34,1,40
162,2019,26,2017 Chevrolet Volt,53,PHEV,Original,45,Male,1.21,0,3,2,5,4,5,4,2,4,2,3,"$150,000 to $199,999",Level 1,No charging,No charging,29,1,40
163,2019,29,2017 Toyota Prius Prime,25,PHEV,Original,35,Male,,0,,,,,,,,,,,,Level 1,Level 2,No charging,26,0,16
164,2019,32,2017 Tesla Model S,271,BEV,Original,45,Male,59.65,60,5,5,5,5,5,5,5,5,5,5,"$400,000 to $449,999",Level 2,Level 2,DC Fast,30,0,40
165,2019,70,2014 Toyota Prius Plug-in,11,,Continued,65,Male,28.03,2,4,4,5,4,4,3,5,2,2,4,"$100,000 to $149,999",No Charging,,,,1,40
166,2019,36,2015 Ford C-Max Energi,20,PHEV,Continued,65,Male,10.02,0,4,4,5,3,4,3,5,2,3,3,"$200,000 to $249,999",Level 1,No charging,No charging,52,1,40
167,2019,20,2018 Nissan Leaf,84,BEV,Original,35,Male,11.63,8,5,5,5,5,5,4,5,4,5,5,"$50,000 to $99,999",Level 2,Level 2,No charging,,1,40
168,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,45,Male,6.18,4,,,,,,,,,,,,Level 1,No charging,No charging,30,0,19
169,2019,17,2018 Nissan Leaf,84,BEV,Original,55,Male,18.03,0,3,4,5,4,5,2,4,3,4,4,"$100,000 to $149,999",Level 2,Level 2,No charging,54,0,40
170,2019,23,2017 Chevrolet Volt,53,PHEV,Continued,65,Female,11.42,0,5,5,5,5,5,5,5,4,5,5,"$200,000 to $249,999",Level 2,Level 2,No charging,50,0,40
171,2019,39,2014 Nissan Leaf,84,BEV,Continued,,,,0,,,,,,,,,,,,Level 2,,Level 2,18,1,10
172,2019,,2017 Chevrolet Bolt EV,238,BEV,Original,,,,0,,,,,,,,,,,,No Charging,,,,0,8
173,2019,21,2017 Chevrolet Bolt EV,238,BEV,Continued,55,Male,9.57,0,5,5,5,4,5,5,2,4,4,5,"$150,000 to $199,999",Level 2,Level 2,No charging,24,1,40
174,2019,29,2016 Tesla Model X,270,BEV,Continued,55,Female,26.04,0,,,,,,,,,,,,Level 2,Level 1,No charging,24,1,23
175,2019,50,2015 Tesla Model S,271,BEV,Original,65,Male,20.32,0,5,5,5,5,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,Level 2,DC Fast,32,0,40
176,2019,26,2016 BMW i3,81,PHEV,Continued,55,Male,11.53,0,5,5,5,5,5,5,5,2,5,3,"$200,000 to $249,999",Level 1,Level 2,No charging,24,1,40
177,2019,48,2016 Chevrolet Volt,53,PHEV,Original,45,Male,12.11,0,5,5,5,5,5,5,5,5,5,5,"$200,000 to $249,999",Level 1,Level 2,No charging,24,0,40
178,2019,27,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,33.29,2,4,4,5,5,5,4,4,4,4,3,"$150,000 to $199,999",No Charging,Level 2,Level 2,41,0,40
179,2019,73,2013 Toyota Prius Plug-in,11,PHEV,Original,65,Male,,0,,,,,,,,,,,,Level 2,,,24,0,13
180,2019,,2016 Toyota Mirai,300,,Continued,55,Male,9.96,0,5,5,5,5,5,5,5,2,2,5,"$250,000 to $299,999",No Charging,,,,0,40
181,2019,37,2017 Chevrolet Volt,53,PHEV,Original,45,Male,8.71,0,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,Level 2,Level 1,No charging,24,0,40
182,2019,34,2017 Chevrolet Bolt EV,238,BEV,Original,45,Female,16.18,2,5,3,4,3,5,4,4,5,5,3,"$250,000 to $299,999",No Charging,Level 2,No charging,98,1,40
183,2019,67,2012 Mitsubishi i-MiEV,62,BEV,Original,35,Female,34.51,0,,,,,,,,,,,,Level 2,Level 1,,16,0,18
184,2019,23,2013 Nissan Leaf,84,BEV,Continued,35,Female,26.07,0,3,4,4,3,4,4,4,1,4,5,"$250,000 to $299,999",Level 2,,,46,1,40
185,2019,25,2018 Toyota Prius Prime,25,PHEV,Original,80,Male,5.71,2,5,5,5,5,4,4,5,4,4,4,"$150,000 to $199,999",Level 1,No charging,No charging,,0,40
186,2019,,2018 Honda Clarity Fuel Cell,300,,Original,65,Male,20.04,0,4,5,1,5,5,3,4,4,1,2,"$400,000 to $449,999",No Charging,,,,0,40
187,2019,32,2012 Chevrolet Volt,53,PHEV,Discontinued,45,Male,23.08,0,4,4,5,4,4,4,4,3,4,4,"$150,000 to $199,999",Level 2,,,95,1,40
188,2019,23,2017 Chevrolet Bolt EV,238,BEV,Original,35,Male,13.28,2,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 1,Level 2,No charging,52,0,40
189,2019,34,2013 Chevrolet Volt,53,PHEV,Continued,45,Male,5.27,0,5,4,5,4,5,4,5,4,5,3,"$200,000 to $249,999",Level 1,Level 1,Level 2,,1,40
190,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,35,Male,3.93,4,5,4,5,5,5,5,2,5,4,5,"$100,000 to $149,999",No Charging,Level 2,Level 2,24,0,40
191,2019,33,2016 Audi A3 Sportback e-tron,16,PHEV,Discontinued,35,Male,1.9,0,4,4,4,3,5,2,4,2,3,3,I prefer not to answer,Level 1,Level 2,No charging,27,1,40
192,2019,56,2014 BMW i3,81,PHEV,Original,35,Male,2.09,3,5,4,5,4,5,5,5,4,4,4,"$100,000 to $149,999",Level 2,Level 2,No charging,,0,40
193,2019,64,2014 Honda Fit EV,82,BEV,Continued,75,Male,6.11,0,4,4,5,5,5,3,4,2,3,3,"$50,000 to $99,999",Level 1,,Level 2,95,1,40
194,2019,56,2015 Toyota Prius Plug-in,11,PHEV,Original,75,Male,2.4,3,5,5,5,5,4,5,5,4,5,5,"$250,000 to $299,999",Level 1,No charging,No charging,24,0,40
195,2019,18,2018 Tesla Model 3 Long Range,310,BEV,Original,35,Male,4.81,10,5,4,5,5,3,3,5,5,5,5,"$350,000 to $399,999",No Charging,Level 2,No charging,24,0,40
196,2019,34,2017 Chevrolet Bolt EV,238,BEV,Original,35,Male,33.07,10,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",No Charging,Level 1,No charging,30,0,40
197,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,75,Male,11.17,3,5,4,5,5,5,4,5,5,4,5,"$50,000 to $99,999",Level 2,No charging,No charging,46,0,40
198,2019,26,2017 Chevrolet Bolt EV,238,BEV,Original,35,Male,42.85,1,5,5,5,5,5,3,4,2,2,5,"Less than $50,000",Level 1,No charging,Level 2 & DC Fast,,0,40
199,2019,48,2016 Ford Fusion Energi,20,PHEV,Continued,65,Female,16.71,0,4,5,4,4,5,5,4,4,1,5,"$50,000 to $99,999",No Charging,Level 2,Level 2,28,1,40
200,2019,36,2016 FIAT 500e,87,BEV,Continued,45,Male,33.04,0,4,5,5,4,5,5,4,3,4,5,"$300,000 to $349,999",Level 1,Level 2,No charging,16,1,40
201,2019,68,2014 Chevrolet Volt,53,PHEV,Original,65,Female,39.19,1,5,5,5,4,5,5,4,4,5,5,"$200,000 to $249,999",Level 2,Level 1,Level 1,27,0,40
202,2019,39,2015 Tesla Model S,271,BEV,Continued,45,Male,26.97,0,5,5,5,5,5,5,5,5,5,5,"$400,000 to $449,999",Level 2,No charging,DC Fast,24,0,40
203,2019,21,2018 BMW i3 (94Ah) with Range Extender,114,PHEV,Original,55,Female,,2,,,,,,,,,,,,Level 2,Level 2,No charging,29,0,25
204,2019,25,2017 Chevrolet Volt,53,PHEV,Original,55,Male,29.33,0,5,5,5,5,5,5,5,4,5,5,"$350,000 to $399,999",Level 2,Level 1,Level 2,24,0,40
205,2019,31,2017 Toyota Prius Prime,25,PHEV,Original,45,Female,10.4,0,5,5,4,5,5,5,5,4,5,4,"$150,000 to $199,999",Level 1,No charging,Level 2,25,0,40
206,2019,22,2018 Chevrolet Volt,53,PHEV,Original,65,Female,8.6,5,3,3,3,3,5,5,5,5,5,5,I prefer not to answer,Level 1,No charging,No charging,46,0,40
207,2019,35,2017 BMW i3,81,PHEV,Continued,65,Male,21.34,0,5,5,5,5,5,4,4,4,4,5,I prefer not to answer,Level 2,No charging,No charging,,1,40
208,2019,35,2016 Nissan Leaf,84,BEV,Continued,45,Male,53.37,0,4,4,5,5,5,4,5,4,4,3,I prefer not to answer,Level 1,DC Fast,No charging,24,1,40
209,2019,27,2017 Toyota Prius Prime,25,PHEV,Original,25,Female,24.4,0,4,5,2,5,4,5,5,4,2,4,"$150,000 to $199,999",Level 1,No charging,Level 2,52,0,40
210,2019,31,2013 Tesla Model S,271,BEV,Continued,45,Male,49.24,0,5,5,5,5,5,3,4,2,5,3,I prefer not to answer,Level 2,,,,0,40
211,2019,19,2017 Toyota Prius Prime,25,PHEV,Original,35,Male,,0,5,3,5,5,5,5,5,3,5,5,"$100,000 to $149,999",Level 1,No charging,No charging,25,0,40
212,2019,38,2013 Toyota RAV4 EV,103,BEV,Continued,55,Male,5.47,0,5,5,5,5,5,5,5,5,5,4,"$200,000 to $249,999",Level 2,,Level 2,24,1,40
213,2019,35,2012 Chevrolet Volt,53,PHEV,Continued,55,Male,29.81,0,5,5,5,4,4,4,5,2,3,5,"$200,000 to $249,999",Level 1,,Level 2,24,1,40
214,2019,36,2018 Chevrolet Bolt EV,238,BEV,Continued,65,Female,30.45,0,5,5,5,5,5,5,5,5,5,5,"$500,000 or more",Level 2,Level 2,No charging,17,1,40
216,2019,109,2011 Nissan Leaf,84,BEV,Original,55,Male,3.35,0,4,4,4,4,5,2,4,2,2,2,"$100,000 to $149,999",Level 2,Level 1,,24,0,40
217,2019,60,2014 Ford C-Max Energi,20,PHEV,Continued,55,Male,,1,5,5,2,5,5,5,5,4,5,5,I prefer not to answer,Level 1,Level 2,No charging,23,1,40
218,2019,36,2017 Toyota Prius Prime,25,PHEV,Original,35,Male,14.83,10,5,4,5,5,5,4,5,3,4,3,"$100,000 to $149,999",Level 1,No charging,No charging,52,0,40
219,2019,36,2013 Chevrolet Volt,53,PHEV,Discontinued,75,Male,1.82,0,3,2,5,4,4,3,4,2,2,5,"$150,000 to $199,999",Level 1,,,29,1,40
220,2019,,2017 Toyota Mirai,300,,Original,45,Male,4.5,5,3,4,1,3,5,4,5,5,5,5,"$100,000 to $149,999",No Charging,,,,0,40
221,2019,23,2017 Tesla Model S (75 kW-hr battery pack),249,BEV,Original,65,Male,0.76,0,5,5,5,5,5,2,5,2,5,5,I prefer not to answer,Level 2,No charging,No charging,30,1,40
222,2019,34,2016 Kia Soul EV,111,BEV,Continued,45,Male,13.87,0,5,5,5,5,5,4,5,4,4,3,"$100,000 to $149,999",Level 2,No charging,No charging,34,1,40
223,2019,51,2015 Tesla Model S,271,BEV,Original,65,Male,,4,3,5,5,5,3,2,5,2,5,1,"$500,000 or more",Level 2,No charging,No charging,30,0,40
224,2019,35,2017 Chevrolet Bolt EV,238,BEV,Original,65,Male,6.07,3,3,2,5,5,5,4,5,5,5,4,"$300,000 to $349,999",Level 2,Level 2,Level 2,118,0,40
225,2019,67,2014 Toyota Prius Plug-in,11,PHEV,Original,75,Male,32.94,2,5,5,5,5,5,5,5,4,4,5,"$200,000 to $249,999",Level 1,,,46,0,40
226,2019,36,2016 Nissan Leaf,84,BEV,Continued,,,,0,,,,,,,,,,,,No Charging,Level 2,No charging,32,1,11
227,2019,19,2017 smart fortwo electric drive convertible,68,BEV,Original,55,Male,4.76,0,5,5,5,5,5,5,5,1,2,5,"$50,000 to $99,999",Level 1,Level 1,No charging,26,1,40
228,2019,23,2017 Chevrolet Volt,53,PHEV,Original,55,Male,14.32,0,5,5,4,4,4,4,4,5,2,5,"$50,000 to $99,999",No Charging,Level 2,No charging,24,1,40
229,2019,,2014 Chevrolet Spark EV,82,BEV,Original,35,Male,13.59,0,3,1,5,4,5,5,4,3,3,3,"$50,000 to $99,999",No Charging,,,,0,40
230,2019,47,2015 Toyota  Prius Plug-In,11,PHEV,Continued,45,Female,1.94,0,4,4,4,3,4,4,5,2,4,3,"$100,000 to $149,999",No Charging,Level 2,No charging,23,1,40
231,2019,37,2014 Toyota Prius Plug-in,11,PHEV,Continued,65,Male,13.8,0,5,5,5,5,5,5,5,1,5,3,"$100,000 to $149,999",Level 1,,Level 2,,1,40
232,2019,39,2016 Chevrolet Volt,53,PHEV,Continued,75,Male,6.27,0,5,5,5,5,5,4,5,4,4,4,"$200,000 to $249,999",Level 2,Level 2,No charging,10,0,40
233,2019,25,2018 Chevrolet Bolt EV,238,BEV,Original,35,Male,17.26,1,3,4,5,5,5,5,5,5,5,2,"$150,000 to $199,999",Level 2,No charging,No charging,14,1,40
234,2019,21,2018 Honda Clarity Plug-in Hybrid,48,PHEV,Original,45,Male,5.65,1,3,5,5,3,4,2,4,3,3,5,"$200,000 to $249,999",Level 1,No charging,No charging,,0,40
235,2019,48,2015 Ford Fusion Energi,20,PHEV,Continued,45,Male,15.14,0,4,3,5,3,3,2,2,2,2,4,"$300,000 to $349,999",Level 1,No charging,Level 2,16,0,40
236,2019,27,2013 Fiat 500e,87,BEV,Discontinued,35,Male,,0,3,3,3,4,5,3,4,3,3,3,"$50,000 to $99,999",Level 1,,,24,1,40
237,2019,49,2015 Toyota Prius Plug-in,11,PHEV,Original,45,Male,19.45,2,5,4,3,3,3,3,5,3,3,3,"$100,000 to $149,999",Level 1,No charging,No charging,26,0,40
238,2019,43,2016 Tesla Model S,271,BEV,Original,80,Male,,8,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,,0,40
239,2019,90,2012 Toyota Prius Plug-in,11,PHEV,Original,55,Male,6.97,0,5,5,5,4,5,4,5,4,4,4,"$50,000 to $99,999",Level 1,No charging,No charging,46,0,40
240,2019,54,2015 Tesla Model S,271,BEV,Original,65,Male,9.27,5,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,DC Fast,,0,40
241,2019,31,2013 Nissan Leaf,84,BEV,Continued,45,Male,14.76,0,3,4,5,4,5,5,5,5,4,2,"$400,000 to $449,999",Level 2,,,18,1,40
242,2019,40,2017 Chevrolet Volt,53,PHEV,Original,35,Male,40.36,0,,,,,,,,,,,,Level 2,Level 1,Level 2,24,0,25
243,2019,22,2018 Audi A3 e-tron,16,PHEV,Original,45,Female,7.18,0,5,5,4,4,5,4,4,3,3,2,"$100,000 to $149,999",Level 1,Level 1,No charging,,0,40
245,2019,,2015 Hyundai Tucson,300,,Discontinued,35,Male,,0,4,3,5,5,5,5,4,4,1,2,"$250,000 to $299,999",No Charging,,,,0,40
246,2019,23,2017 Toyota Prius Prime,25,PHEV,Original,45,Female,69.16,0,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 1,Level 1,No charging,24,0,40
247,2019,64,2014 Toyota Prius Plug-in,11,PHEV,Original,35,Male,14.39,6,4,4,5,4,5,4,5,4,4,4,"$150,000 to $199,999",Level 1,No charging,No charging,46,0,40
248,2019,46,2016 Tesla Model S,271,BEV,Original,,,,0,,,,,,,,,,,,No Charging,DC Fast,DC Fast,12,0,10
249,2019,48,2014 Nissan Leaf,84,BEV,Continued,,Decline to state,,0,,,,,,,,,,,,Level 2,No charging,No charging,24,1,15
250,2019,36,2014 Chevrolet Volt,53,PHEV,Continued,75,Male,1992.6,0,5,4,5,4,4,5,5,4,5,5,"$50,000 to $99,999",Level 1,,,32,1,40
252,2019,42,2016 Tesla Model S,271,BEV,Original,45,Male,2.91,4,5,4,5,5,5,3,2,4,5,3,I prefer not to answer,Level 2,No charging,No charging,24,0,40
253,2019,34,2017 Chevrolet Bolt EV,238,BEV,Original,55,Male,47.18,3,5,2,5,5,5,5,5,5,5,4,I prefer not to answer,Level 2,Level 2,Level 2,16,0,40
254,2019,,2013 Ford C-Max Energi,20,PHEV,Continued,,,,0,,,,,,,,,,,,No Charging,,,,0,11
255,2019,32,2015 Chevrolet Volt,53,PHEV,Continued,65,Male,,0,,,,,,,,,,,,Level 2,Level 1,No charging,24,1,17
256,2019,36,2014 Toyota Prius Plug-in,11,PHEV,Continued,55,Male,6.96,0,5,5,5,3,5,4,5,2,3,3,"$100,000 to $149,999",Level 1,,,23,1,40
257,2019,,2016 Volkswagen e-Golf,84,BEV,Original,,,,0,,,,,,,,,,,,Level 1,No charging,No charging,26,0,1
258,2019,39,2016 BMW i3,81,BEV,Original,45,Female,8.63,0,5,5,2,5,5,5,2,1,3,5,"$500,000 or more",Level 1,Level 2,No charging,25,0,40
259,2019,33,2016 Chevrolet Volt,53,PHEV,Continued,75,Male,8.61,0,4,4,5,5,5,3,4,4,4,4,"$50,000 to $99,999",Level 2,No charging,No charging,32,1,40
260,2019,78,2013 Chevrolet Volt,53,PHEV,Continued,45,Male,,0,,,,,,,,,,,,Level 2,,Level 2,89,1,17
261,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,35,Male,13.4,1,5,5,5,4,3,4,5,5,5,5,"$200,000 to $249,999",Level 2,No charging,DC Fast,23,0,40
262,2019,34,2017 Toyota Prius Prime,25,PHEV,Original,75,Male,,3,4,4,4,4,4,4,4,2,4,5,"$50,000 to $99,999",Level 1,No charging,No charging,,0,40
263,2019,64,2014 BMW i3,81,PHEV,Original,65,Male,16.08,0,3,4,5,5,5,3,2,2,4,3,"$500,000 or more",Level 2,,,28,0,40
265,2019,40,2016 Nissan Leaf,84,BEV,Original,65,Male,6.05,0,5,5,5,5,5,5,5,4,5,3,"$150,000 to $199,999",Level 2,No charging,No charging,24,0,40
266,2019,33,2015 Ford C-Max Energi,20,PHEV,Continued,55,Male,,0,5,4,5,3,5,5,5,2,5,3,"$250,000 to $299,999",Level 1,Level 2,No charging,107,1,40
267,2019,25,2017 Chevrolet Bolt EV,238,BEV,Original,65,Female,35.44,1,5,5,5,5,5,5,5,5,2,5,"$100,000 to $149,999",Level 2,No charging,No charging,24,0,40
268,2019,61,2015 Ford Fusion Energi,20,PHEV,Original,55,Male,9.33,1,5,5,5,4,5,4,5,4,5,5,"$150,000 to $199,999",Level 1,Level 2,No charging,30,0,40
269,2019,37,2014 Fiat 500e,87,BEV,Discontinued,55,Male,22.01,0,3,2,2,4,4,4,1,2,2,5,"$100,000 to $149,999",Level 1,,,16,1,40
270,2019,48,2014 Toyota RAV4 EV,103,BEV,Continued,65,Male,13.75,0,5,5,4,4,5,4,4,4,4,3,I prefer not to answer,Level 2,,Level 2,105,1,40
271,2019,26,2017 Chevrolet Volt,53,PHEV,Original,65,Male,29.2,0,5,4,5,5,5,4,5,5,5,5,"$150,000 to $199,999",Level 2,Level 1,No charging,16,1,40
272,2019,45,2014 Toyota Prius Plug-in,11,PHEV,Discontinued,65,Male,,0,,,,,,,,,,,,Level 1,,,24,0,19
273,2019,34,2017 Tesla Model X,270,BEV,Original,35,Male,2.66,20,5,5,5,5,5,4,4,4,5,5,"$250,000 to $299,999",Level 2,No charging,No charging,24,0,40
274,2019,24,2017 Chevrolet Bolt EV,238,BEV,Original,55,Male,10.71,0,5,4,5,5,5,4,5,5,4,5,"$200,000 to $249,999",Level 2,Level 1,No charging,24,0,40
275,2019,20,2017 Toyota Prius Prime,25,PHEV,Original,55,Male,29.79,0,5,5,5,4,5,3,4,2,3,5,"$150,000 to $199,999",Level 1,No charging,No charging,50,0,40
276,2019,41,2015 BMW i3,81,PHEV,Discontinued,35,Male,13.67,0,5,4,4,5,5,5,5,4,4,5,"$150,000 to $199,999",Level 2,No charging,No charging,18,1,40
277,2019,83,2013 Toyota Prius Plug-in,11,PHEV,Original,65,Male,1.25,3,5,5,5,3,5,5,5,2,5,5,I prefer not to answer,Level 1,Level 1,Level 1,24,0,40
278,2019,,2015 Ford C-Max Energi,20,PHEV,Original,,,,0,,,,,,,,,,,,Level 1,No charging,No charging,27,1,1
279,2019,32,2015 BMW i3,81,BEV,Continued,35,Female,7.6,0,3,5,5,5,5,5,4,2,3,5,"$50,000 to $99,999",No Charging,Level 1,Level 2 & DC Fast,,1,40
280,2019,20,2018 Chevrolet Volt,53,PHEV,Original,45,Male,11.99,0,5,4,5,5,5,4,5,4,5,5,"$50,000 to $99,999",Level 1,Level 1,Level 1,119,1,40
282,2019,,2018 Chevrolet Bolt EV,238,BEV,Original,,,,0,,,,,,,,,,,,Level 2,No charging,No charging,,1,1
283,2019,30,2017 Chevrolet Bolt EV,238,BEV,Original,65,Male,2.17,0,5,3,5,5,5,4,5,5,4,5,"$150,000 to $199,999",Level 2,No charging,Level 2,30,1,40
284,2019,36,2015 BMW i3,81,BEV,Continued,45,Male,76.28,0,5,5,5,4,5,2,2,1,4,5,"$350,000 to $399,999",Level 2,,DC Fast,119,0,40
285,2019,35,2017 Toyota Prius Prime,25,PHEV,Original,55,Female,8.09,3,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,No charging,50,0,40
286,2019,66,2014 Toyota Prius Plug-in Hybrid,11,PHEV,Original,55,Male,15.03,0,4,2,2,2,4,3,3,1,4,3,I prefer not to answer,No Charging,,,119,0,40
287,2019,57,2015 Tesla Model S,271,BEV,Continued,45,Female,3.31,0,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,Level 2,Level 2,No charging,38,1,40
288,2019,35,2016 Volkswagen e-Golf,84,BEV,Discontinued,35,Female,2.67,0,5,5,5,4,5,5,5,3,3,4,"$150,000 to $199,999",Level 1,No charging,No charging,24,1,40
289,2019,47,2013 Nissan Leaf,84,BEV,Continued,65,Male,,0,5,4,5,5,5,5,5,2,5,5,"$150,000 to $199,999",Level 2,,,26,1,40
290,2019,29,2014 Nissan Leaf,84,BEV,Continued,80,Male,5.94,0,3,1,5,5,5,5,5,1,5,4,"$400,000 to $449,999",Level 2,No charging,No charging,24,1,40
291,2019,24,2016 Volkswagen e-Golf,84,BEV,Discontinued,45,Female,,0,5,5,1,5,5,5,2,1,1,5,,No Charging,Level 1,No charging,27,1,37
293,2019,,2017 Toyota Mirai,300,,Original,45,Male,5.89,2,4,4,4,3,5,5,5,3,2,4,"$200,000 to $249,999",No Charging,,,,0,40
294,2019,28,2016 Tesla Model S,271,BEV,Continued,35,Male,7.62,0,5,5,5,5,5,3,5,5,5,5,"$150,000 to $199,999",Level 2,Level 1,Level 2,50,0,40
295,2019,47,2016 Ford C-Max Energi,20,PHEV,Continued,75,Male,2.48,5,5,5,5,4,5,5,5,4,5,3,"$100,000 to $149,999",Level 1,No charging,No charging,24,1,40
296,2019,35,2016 Nissan Leaf,84,BEV,Original,55,Male,18.65,0,5,5,5,4,5,5,5,3,5,3,"$200,000 to $249,999",Level 2,Level 2,DC Fast,24,1,40
297,2019,35,2016 Chevrolet Volt,53,PHEV,Continued,55,Female,22.31,0,5,4,5,5,5,4,5,5,4,5,"$300,000 to $349,999",Level 1,No charging,No charging,24,1,40
298,2019,20,2018 Tesla Model 3 Long Range,310,BEV,Original,35,Male,,0,,,,,,,,,,,,Level 1,DC Fast,No charging,24,0,17
299,2019,58,2015 Ford Fusion Energi,20,PHEV,Original,35,Male,14.1,1,5,5,5,5,5,5,5,4,4,5,"$250,000 to $299,999",Level 1,,,23,0,40
300,2019,34,2015 Nissan Leaf,84,BEV,Discontinued,45,Male,81.04,0,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,No charging,24,0,40
301,2019,,2018 Honda Clarity Fuel Cell,300,,Original,55,Male,8.61,3,5,5,5,5,5,5,5,5,5,5,"$500,000 or more",No Charging,,,,0,40
302,2019,25,2017 Chevrolet Volt,53,PHEV,Original,55,Female,15.41,2,5,5,5,5,5,5,5,2,5,3,"$100,000 to $149,999",Level 1,Level 2,No charging,,1,40
303,2019,35,2017 Tesla Model S,271,BEV,Original,65,Male,4.79,10,5,5,5,5,5,4,4,5,5,5,"$50,000 to $99,999",Level 2,DC Fast,No charging,,0,40
305,2019,28,2017 Chevrolet Volt,53,PHEV,Original,55,Male,2.1,0,,,,,,,,,,,,No Charging,,,,1,28
306,2019,56,2015 Tesla Model S,271,BEV,Original,,,,0,,,,,,,,,,,,Level 2,No charging,No charging,11,0,10
307,2019,36,2016 Nissan Leaf,84,BEV,Discontinued,45,Male,14.9,0,2,3,4,1,5,5,5,1,1,1,"$100,000 to $149,999",Level 1,No charging,DC Fast,18,1,40
308,2019,24,2018 Chevrolet Bolt EV,238,BEV,Original,35,Female,14.35,5,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,Level 2,No charging,24,0,40
309,2019,,2016 Nissan Leaf,84,BEV,Original,,,,0,,,,,,,,,,,,Level 1,No charging,Level 2,35,0,1
310,2019,91,2012 Toyota Prius Plug-in,11,PHEV,Original,,,,0,,,,,,,,,,,,No Charging,,,26,0,6
311,2019,48,2016 Chevrolet Volt,53,PHEV,Original,55,Male,1.57,0,5,5,5,5,5,2,5,5,5,5,I prefer not to answer,Level 2,No charging,No charging,24,0,40
312,2019,33,2015 Nissan Leaf,84,BEV,Continued,45,Male,10.57,0,4,3,5,2,5,5,5,1,5,1,"$450,000 to $499,999",Level 2,Level 2,No charging,28,0,40
313,2019,27,2017 Chevrolet Bolt EV,238,BEV,Original,35,Male,67.13,80,5,4,5,4,5,4,5,4,3,4,"$150,000 to $199,999",Level 2,No charging,No charging,24,0,40
314,2019,32,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,17.02,0,5,4,5,5,5,4,4,5,4,4,"$150,000 to $199,999",Level 1,Level 2,No charging,,1,40
315,2019,,2011 Nissan Leaf,84,BEV,Original,65,Male,4.5,0,5,5,5,5,5,5,5,1,1,5,"Less than $50,000",No Charging,,,,0,40
316,2019,30,2015 BMW i3,81,BEV,Continued,55,Male,,0,5,3,5,5,5,5,5,2,4,4,"$150,000 to $199,999",No Charging,Level 2,No charging,24,1,40
317,2019,19,2018 Tesla Model X 75D,238,BEV,Continued,35,Female,42.78,0,5,3,3,3,5,1,1,1,1,5,"$100,000 to $149,999",Level 2,No charging,DC Fast,14,0,40
318,2019,50,2015 Ford C-Max Energi,20,PHEV,Original,45,Male,2.9,10,5,4,4,4,5,4,5,2,4,5,"$50,000 to $99,999",Level 1,Level 1,Level 2,,0,40
